Year;Author;Topic;Count
2021;Dasović Borna (53591);Physics (Dasović Borna (53591));1
2013;Peterlin-Mašič Lucija (19317);Chemistry (Peterlin-Mašič Lucija (19317));1
2013;Peterlin-Mašič Lucija (19317);Medicine (Peterlin-Mašič Lucija (19317));1
2015;Peterlin-Mašič Lucija (19317);Biology (Peterlin-Mašič Lucija (19317));1
2020;Accetto Tomaž (19485);Biology (Accetto Tomaž (19485));2
2020;Accetto Tomaž (19485);Medicine (Accetto Tomaž (19485));2
2021;Accetto Tomaž (19485);Medicine (Accetto Tomaž (19485));2
2022;Accetto Tomaž (19485);Medicine (Accetto Tomaž (19485));1
2019;Krevel Barbara (24835);Medicine (Krevel Barbara (24835));1
2021;Krevel Barbara (24835);Medicine (Krevel Barbara (24835));1
2017;Berk Peter (32133);Biology (Berk Peter (32133));1
2019;Berk Peter (32133);Mathematics (Berk Peter (32133));1
2019;Berk Peter (32133);Medicine (Berk Peter (32133));1
2019;Berk Peter (32133);Computer Science (Berk Peter (32133));1
2020;Berk Peter (32133);Computer Science (Berk Peter (32133));1
2022;Berk Peter (32133);Computer Science (Berk Peter (32133));1
2019;Berk Peter (32133);Environmental Science (Berk Peter (32133));1
2020;Berk Peter (32133);Environmental Science (Berk Peter (32133));1
2020;Berk Peter (32133);Engineering (Berk Peter (32133));1
2022;Berk Peter (32133);Economics (Berk Peter (32133));1
2022;Berk Peter (32133);Agricultural And Food Sciences (Berk Peter (32133));1
2013;Sepesy Maučec Mirjam (18168);Computer Science (Sepesy Maučec Mirjam (18168));1
2014;Sepesy Maučec Mirjam (18168);Computer Science (Sepesy Maučec Mirjam (18168));1
2017;Sepesy Maučec Mirjam (18168);Computer Science (Sepesy Maučec Mirjam (18168));1
2018;Sepesy Maučec Mirjam (18168);Computer Science (Sepesy Maučec Mirjam (18168));2
2019;Sepesy Maučec Mirjam (18168);Computer Science (Sepesy Maučec Mirjam (18168));4
2020;Sepesy Maučec Mirjam (18168);Computer Science (Sepesy Maučec Mirjam (18168));1
2021;Sepesy Maučec Mirjam (18168);Computer Science (Sepesy Maučec Mirjam (18168));4
