Year;Author;Topic;Count
2017;Lobnik Aleksandra (01407);Materials Science (Lobnik Aleksandra (01407));1
2018;Lobnik Aleksandra (01407);Materials Science (Lobnik Aleksandra (01407));2
2019;Lobnik Aleksandra (01407);Materials Science (Lobnik Aleksandra (01407));3
2020;Lobnik Aleksandra (01407);Materials Science (Lobnik Aleksandra (01407));1
2022;Lobnik Aleksandra (01407);Materials Science (Lobnik Aleksandra (01407));1
2013;Lobnik Aleksandra (01407);Engineering (Lobnik Aleksandra (01407));2
2022;Lobnik Aleksandra (01407);Engineering (Lobnik Aleksandra (01407));1
2014;Lobnik Aleksandra (01407);Medicine (Lobnik Aleksandra (01407));1
2015;Lobnik Aleksandra (01407);Medicine (Lobnik Aleksandra (01407));1
2017;Lobnik Aleksandra (01407);Medicine (Lobnik Aleksandra (01407));1
2018;Lobnik Aleksandra (01407);Medicine (Lobnik Aleksandra (01407));3
2019;Lobnik Aleksandra (01407);Medicine (Lobnik Aleksandra (01407));3
2022;Lobnik Aleksandra (01407);Medicine (Lobnik Aleksandra (01407));2
2018;Lobnik Aleksandra (01407);Computer Science (Lobnik Aleksandra (01407));4
2022;Lobnik Aleksandra (01407);Biology (Lobnik Aleksandra (01407));1
2020;Mensah Cocou Marius (53416);Political Science (Mensah Cocou Marius (53416));1
2020;Mensah Cocou Marius (53416);History (Mensah Cocou Marius (53416));1
2020;Mensah Cocou Marius (53416);Business (Mensah Cocou Marius (53416));1
2021;Mensah Cocou Marius (53416);Physics (Mensah Cocou Marius (53416));1
2021;Brili Nika (36230);Computer Science (Brili Nika (36230));2
2021;Brili Nika (36230);Medicine (Brili Nika (36230));2
2016;Repič Milan (20418);Biology (Repič Milan (20418));1
2017;Repič Milan (20418);Chemistry (Repič Milan (20418));1
2017;Repič Milan (20418);Medicine (Repič Milan (20418));1
2015;Černelič Jernej (35515);Engineering (Černelič Jernej (35515));1
2017;Černelič Jernej (35515);Engineering (Černelič Jernej (35515));2
2021;Černelič Jernej (35515);Engineering (Černelič Jernej (35515));1
2016;Černelič Jernej (35515);Computer Science (Černelič Jernej (35515));1
2017;Černelič Jernej (35515);Computer Science (Černelič Jernej (35515));1
2014;Kramberger Branko (05087);Biology (Kramberger Branko (05087));2
2019;Kramberger Branko (05087);Biology (Kramberger Branko (05087));1
2016;Kramberger Branko (05087);Mathematics (Kramberger Branko (05087));1
2019;Kramberger Branko (05087);Medicine (Kramberger Branko (05087));1
2022;Kramberger Branko (05087);Agricultural And Food Sciences (Kramberger Branko (05087));1
2014;Kennedy Victor (19544);Art (Kennedy Victor (19544));1
2016;Kennedy Victor (19544);Art (Kennedy Victor (19544));1
2018;Kennedy Victor (19544);Art (Kennedy Victor (19544));1
2018;Kennedy Victor (19544);Education (Kennedy Victor (19544));1
2018;Kennedy Victor (19544);Physics (Kennedy Victor (19544));1
2014;Žerjav Metka (13376);Biology (Žerjav Metka (13376));1
2013;Trobec Katja (33191);Medicine (Trobec Katja (33191));1
2014;Trobec Katja (33191);Medicine (Trobec Katja (33191));3
2015;Trobec Katja (33191);Medicine (Trobec Katja (33191));2
2016;Trobec Katja (33191);Medicine (Trobec Katja (33191));2
2014;Trobec Katja (33191);Chemistry (Trobec Katja (33191));1
2016;Trobec Katja (33191);Biology (Trobec Katja (33191));1
2022;Bedenik Klemen (90920);Education (Bedenik Klemen (90920));1
2013;Jagrič Timotej (19108);Economics (Jagrič Timotej (19108));1
2014;Jagrič Timotej (19108);Economics (Jagrič Timotej (19108));2
2015;Jagrič Timotej (19108);Economics (Jagrič Timotej (19108));1
2016;Jagrič Timotej (19108);Economics (Jagrič Timotej (19108));1
2018;Jagrič Timotej (19108);Economics (Jagrič Timotej (19108));4
2019;Jagrič Timotej (19108);Economics (Jagrič Timotej (19108));1
2020;Jagrič Timotej (19108);Economics (Jagrič Timotej (19108));1
2015;Jagrič Timotej (19108);Computer Science (Jagrič Timotej (19108));1
2019;Jagrič Timotej (19108);Computer Science (Jagrič Timotej (19108));1
2021;Jagrič Timotej (19108);Computer Science (Jagrič Timotej (19108));2
2015;Jagrič Timotej (19108);Business (Jagrič Timotej (19108));1
2017;Jagrič Timotej (19108);Business (Jagrič Timotej (19108));2
2019;Jagrič Timotej (19108);Business (Jagrič Timotej (19108));2
2020;Jagrič Timotej (19108);Business (Jagrič Timotej (19108));1
2021;Jagrič Timotej (19108);Business (Jagrič Timotej (19108));1
2020;Jagrič Timotej (19108);Medicine (Jagrič Timotej (19108));1
2021;Jagrič Timotej (19108);Medicine (Jagrič Timotej (19108));2
2022;Jagrič Timotej (19108);Medicine (Jagrič Timotej (19108));2
2021;Kosanič Nejc (55512);Physics (Kosanič Nejc (55512));1
2013;Ulbin Miran (06676);Materials Science (Ulbin Miran (06676));1
2014;Ulbin Miran (06676);Materials Science (Ulbin Miran (06676));1
2018;Ulbin Miran (06676);Materials Science (Ulbin Miran (06676));2
2019;Ulbin Miran (06676);Materials Science (Ulbin Miran (06676));1
2020;Ulbin Miran (06676);Materials Science (Ulbin Miran (06676));3
2021;Ulbin Miran (06676);Materials Science (Ulbin Miran (06676));1
2013;Ulbin Miran (06676);Computer Science (Ulbin Miran (06676));2
2019;Ulbin Miran (06676);Computer Science (Ulbin Miran (06676));1
2013;Ulbin Miran (06676);Engineering (Ulbin Miran (06676));1
2016;Ulbin Miran (06676);Mathematics (Ulbin Miran (06676));1
2022;Ulbin Miran (06676);Chemistry (Ulbin Miran (06676));1
2017;Pal Emil (34071);Medicine (Pal Emil (34071));1
2016;Potta Thara Yasir Beeran (53050);Materials Science (Potta Thara Yasir Beeran (53050));1
2018;Potta Thara Yasir Beeran (53050);Materials Science (Potta Thara Yasir Beeran (53050));2
2019;Potta Thara Yasir Beeran (53050);Materials Science (Potta Thara Yasir Beeran (53050));4
2020;Potta Thara Yasir Beeran (53050);Materials Science (Potta Thara Yasir Beeran (53050));5
2021;Potta Thara Yasir Beeran (53050);Materials Science (Potta Thara Yasir Beeran (53050));5
2017;Potta Thara Yasir Beeran (53050);Chemistry (Potta Thara Yasir Beeran (53050));1
2019;Potta Thara Yasir Beeran (53050);Chemistry (Potta Thara Yasir Beeran (53050));1
2018;Potta Thara Yasir Beeran (53050);Medicine (Potta Thara Yasir Beeran (53050));1
2019;Potta Thara Yasir Beeran (53050);Medicine (Potta Thara Yasir Beeran (53050));3
2020;Potta Thara Yasir Beeran (53050);Medicine (Potta Thara Yasir Beeran (53050));1
2021;Potta Thara Yasir Beeran (53050);Medicine (Potta Thara Yasir Beeran (53050));1
2022;Potta Thara Yasir Beeran (53050);Medicine (Potta Thara Yasir Beeran (53050));1
2019;Potta Thara Yasir Beeran (53050);Engineering (Potta Thara Yasir Beeran (53050));1
2020;Potta Thara Yasir Beeran (53050);Environmental Science (Potta Thara Yasir Beeran (53050));1
2015;Prevolšek Boris (36613);History (Prevolšek Boris (36613));1
2017;Prevolšek Boris (36613);Agricultural And Food Sciences (Prevolšek Boris (36613));1
2020;Prevolšek Boris (36613);Business (Prevolšek Boris (36613));2
2021;Prevolšek Boris (36613);Business (Prevolšek Boris (36613));1
2020;Prevolšek Boris (36613);Computer Science (Prevolšek Boris (36613));1
2021;Prevolšek Boris (36613);Medicine (Prevolšek Boris (36613));1
2018;Trdina Andreja (30580);Sociology (Trdina Andreja (30580));1
2020;Trdina Andreja (30580);Sociology (Trdina Andreja (30580));1
2020;Razinger Jaka (26091);Biology (Razinger Jaka (26091));1
2013;Vujanović Annamaria (33679);Economics (Vujanović Annamaria (33679));1
2015;Vujanović Annamaria (33679);Economics (Vujanović Annamaria (33679));1
2014;Vujanović Annamaria (33679);Engineering (Vujanović Annamaria (33679));1
2021;Vujanović Annamaria (33679);Computer Science (Vujanović Annamaria (33679));1
2022;Vujanović Annamaria (33679);Environmental Science (Vujanović Annamaria (33679));1
2014;Pevec Andrej (16374);Chemistry (Pevec Andrej (16374));1
2015;Pevec Andrej (16374);Chemistry (Pevec Andrej (16374));1
2016;Pevec Andrej (16374);Chemistry (Pevec Andrej (16374));1
2017;Pevec Andrej (16374);Chemistry (Pevec Andrej (16374));1
2019;Pevec Andrej (16374);Chemistry (Pevec Andrej (16374));1
2015;Pevec Andrej (16374);Medicine (Pevec Andrej (16374));1
2019;Medved Sergej (15410);Materials Science (Medved Sergej (15410));1
2020;Vuzem Sanja (55401);Medicine (Vuzem Sanja (55401));2
2020;Vuzem Sanja (55401);Geography (Vuzem Sanja (55401));1
2018;Žuran Ivan (20739);Medicine (Žuran Ivan (20739));1
2019;Marguč Jaka (38214);Engineering (Marguč Jaka (38214));1
2014;Planinšec Jurij (19533);Geography (Planinšec Jurij (19533));1
2014;Planinšec Jurij (19533);Medicine (Planinšec Jurij (19533));1
2021;Planinšec Jurij (19533);Medicine (Planinšec Jurij (19533));1
2022;Planinšec Jurij (19533);Medicine (Planinšec Jurij (19533));2
2016;Planinšec Jurij (19533);Psychology (Planinšec Jurij (19533));1
2020;Planinšec Jurij (19533);Education (Planinšec Jurij (19533));1
2022;Planinšec Jurij (19533);Education (Planinšec Jurij (19533));1
2015;Bojnec Štefan (05677);Computer Science (Bojnec Štefan (05677));1
2018;Bojnec Štefan (05677);Economics (Bojnec Štefan (05677));1
2013;Paušič Andrej (30797);Environmental Science (Paušič Andrej (30797));1
2016;Paušič Andrej (30797);Geography (Paušič Andrej (30797));1
2020;Paušič Andrej (30797);Geography (Paušič Andrej (30797));1
2021;Paušič Andrej (30797);Geography (Paušič Andrej (30797));1
2019;Paušič Andrej (30797);Biology (Paušič Andrej (30797));1
2021;Paušič Andrej (30797);Biology (Paušič Andrej (30797));1
2021;Paušič Andrej (30797);Agricultural And Food Sciences (Paušič Andrej (30797));1
2022;Paušič Andrej (30797);Agricultural And Food Sciences (Paušič Andrej (30797));1
2021;Pozvek Nejc (38314);Geology (Pozvek Nejc (38314));1
2019;Rozman Aleš (25177);Medicine (Rozman Aleš (25177));1
2021;Rozman Aleš (25177);Medicine (Rozman Aleš (25177));1
2013;Popović Peter (28885);Medicine (Popović Peter (28885));1
2021;Popović Peter (28885);Medicine (Popović Peter (28885));1
2014;Kotnik Bojan (21303);Computer Science (Kotnik Bojan (21303));1
2017;Kotnik Bojan (21303);Computer Science (Kotnik Bojan (21303));1
2015;Kotnik Bojan (21303);Engineering (Kotnik Bojan (21303));1
2015;Kotnik Bojan (21303);Medicine (Kotnik Bojan (21303));1
2019;Burja Sandra (55527);Medicine (Burja Sandra (55527));1
2021;Burja Sandra (55527);Medicine (Burja Sandra (55527));1
2013;Kolšek Marko (24510);Medicine (Kolšek Marko (24510));1
2015;Kolšek Marko (24510);Medicine (Kolšek Marko (24510));2
2017;Kolšek Marko (24510);Medicine (Kolšek Marko (24510));1
2019;Jeromel Aljaž (53755);Computer Science (Jeromel Aljaž (53755));1
2013;Pregelj Peter (18323);Medicine (Pregelj Peter (18323));1
2013;Primožič Mateja (21460);Chemistry (Primožič Mateja (21460));1
2015;Primožič Mateja (21460);Chemistry (Primožič Mateja (21460));1
2016;Primožič Mateja (21460);Chemistry (Primožič Mateja (21460));2
2019;Primožič Mateja (21460);Chemistry (Primožič Mateja (21460));4
2020;Primožič Mateja (21460);Chemistry (Primožič Mateja (21460));5
2022;Primožič Mateja (21460);Chemistry (Primožič Mateja (21460));1
2014;Primožič Mateja (21460);Materials Science (Primožič Mateja (21460));1
2019;Primožič Mateja (21460);Materials Science (Primožič Mateja (21460));2
2020;Primožič Mateja (21460);Materials Science (Primožič Mateja (21460));1
2016;Primožič Mateja (21460);Medicine (Primožič Mateja (21460));1
2019;Primožič Mateja (21460);Medicine (Primožič Mateja (21460));4
2020;Primožič Mateja (21460);Medicine (Primožič Mateja (21460));3
2021;Primožič Mateja (21460);Medicine (Primožič Mateja (21460));5
2022;Primožič Mateja (21460);Medicine (Primožič Mateja (21460));2
2016;Primožič Mateja (21460);Biology (Primožič Mateja (21460));1
2022;Primožič Mateja (21460);Biology (Primožič Mateja (21460));1
2014;Dragan Dejan (14655);Engineering (Dragan Dejan (14655));1
2016;Dragan Dejan (14655);Engineering (Dragan Dejan (14655));1
2016;Dragan Dejan (14655);Economics (Dragan Dejan (14655));1
2017;Dragan Dejan (14655);Economics (Dragan Dejan (14655));1
2018;Dragan Dejan (14655);Economics (Dragan Dejan (14655));2
2019;Dragan Dejan (14655);Economics (Dragan Dejan (14655));1
2016;Dragan Dejan (14655);Computer Science (Dragan Dejan (14655));1
2019;Dragan Dejan (14655);Computer Science (Dragan Dejan (14655));2
2020;Dragan Dejan (14655);Computer Science (Dragan Dejan (14655));4
2022;Dragan Dejan (14655);Computer Science (Dragan Dejan (14655));1
2016;Dragan Dejan (14655);Business (Dragan Dejan (14655));1
2018;Dragan Dejan (14655);Business (Dragan Dejan (14655));1
2021;Dragan Dejan (14655);Business (Dragan Dejan (14655));1
2022;Dragan Dejan (14655);Business (Dragan Dejan (14655));1
2019;Dragan Dejan (14655);Psychology (Dragan Dejan (14655));1
2013;Dobnikar Jure (16311);Biology (Dobnikar Jure (16311));1
2017;Dobnikar Jure (16311);Biology (Dobnikar Jure (16311));2
2013;Dobnikar Jure (16311);Medicine (Dobnikar Jure (16311));1
2014;Dobnikar Jure (16311);Medicine (Dobnikar Jure (16311));1
2015;Dobnikar Jure (16311);Medicine (Dobnikar Jure (16311));1
2016;Dobnikar Jure (16311);Medicine (Dobnikar Jure (16311));3
2017;Dobnikar Jure (16311);Medicine (Dobnikar Jure (16311));3
2019;Dobnikar Jure (16311);Medicine (Dobnikar Jure (16311));1
2020;Dobnikar Jure (16311);Medicine (Dobnikar Jure (16311));1
2013;Dobnikar Jure (16311);Materials Science (Dobnikar Jure (16311));2
2014;Dobnikar Jure (16311);Materials Science (Dobnikar Jure (16311));1
2019;Dobnikar Jure (16311);Materials Science (Dobnikar Jure (16311));1
2014;Dobnikar Jure (16311);Physics (Dobnikar Jure (16311));1
2017;Dobnikar Jure (16311);Physics (Dobnikar Jure (16311));1
2019;Dobnikar Jure (16311);Physics (Dobnikar Jure (16311));1
2015;Dobnikar Jure (16311);Chemistry (Dobnikar Jure (16311));1
2016;Dobnikar Jure (16311);Chemistry (Dobnikar Jure (16311));2
2017;Dobnikar Jure (16311);Chemistry (Dobnikar Jure (16311));1
2018;Dobnikar Jure (16311);Chemistry (Dobnikar Jure (16311));1
2020;Dobnikar Jure (16311);Chemistry (Dobnikar Jure (16311));1
2016;Dobnikar Jure (16311);Computer Science (Dobnikar Jure (16311));1
2017;Ferligoj Anuška (02465);Computer Science (Ferligoj Anuška (02465));2
2019;Ferligoj Anuška (02465);Computer Science (Ferligoj Anuška (02465));1
2017;Ferligoj Anuška (02465);Mathematics (Ferligoj Anuška (02465));2
2018;Groti Antonič Kristina (51833);Medicine (Groti Antonič Kristina (51833));1
2021;Turk Zmago (05338);Education (Turk Zmago (05338));1
2013;Potočnik Božidar (15801);Computer Science (Potočnik Božidar (15801));1
2015;Potočnik Božidar (15801);Computer Science (Potočnik Božidar (15801));1
2016;Potočnik Božidar (15801);Computer Science (Potočnik Božidar (15801));1
2017;Potočnik Božidar (15801);Computer Science (Potočnik Božidar (15801));3
2020;Potočnik Božidar (15801);Computer Science (Potočnik Božidar (15801));2
2022;Potočnik Božidar (15801);Computer Science (Potočnik Božidar (15801));2
2013;Potočnik Božidar (15801);Mathematics (Potočnik Božidar (15801));1
2016;Potočnik Božidar (15801);Mathematics (Potočnik Božidar (15801));1
2017;Potočnik Božidar (15801);Mathematics (Potočnik Božidar (15801));2
2017;Potočnik Božidar (15801);Medicine (Potočnik Božidar (15801));1
2020;Potočnik Božidar (15801);Medicine (Potočnik Božidar (15801));3
2022;Potočnik Božidar (15801);Medicine (Potočnik Božidar (15801));1
2020;Potočnik Božidar (15801);Physics (Potočnik Božidar (15801));1
2016;Marinšek Martin (23007);Medicine (Marinšek Martin (23007));1
2020;Adamič Neža (39086);Medicine (Adamič Neža (39086));1
2022;Adamič Neža (39086);Medicine (Adamič Neža (39086));1
2022;Adamič Neža (39086);Biology (Adamič Neža (39086));1
2014;Urbancl Danijela (25664);Engineering (Urbancl Danijela (25664));1
2016;Urbancl Danijela (25664);Engineering (Urbancl Danijela (25664));2
2022;Urbancl Danijela (25664);Engineering (Urbancl Danijela (25664));1
2016;Urbancl Danijela (25664);Environmental Science (Urbancl Danijela (25664));1
2019;Urbancl Danijela (25664);Environmental Science (Urbancl Danijela (25664));1
2020;Urbancl Danijela (25664);Environmental Science (Urbancl Danijela (25664));2
2021;Urbancl Danijela (25664);Environmental Science (Urbancl Danijela (25664));1
2022;Urbancl Danijela (25664);Environmental Science (Urbancl Danijela (25664));1
2017;Urbancl Danijela (25664);Materials Science (Urbancl Danijela (25664));1
2020;Urbancl Danijela (25664);Materials Science (Urbancl Danijela (25664));1
2021;Urbancl Danijela (25664);Materials Science (Urbancl Danijela (25664));1
2020;Urbancl Danijela (25664);Medicine (Urbancl Danijela (25664));1
2021;Urbancl Danijela (25664);Medicine (Urbancl Danijela (25664));1
2022;Urbancl Danijela (25664);Medicine (Urbancl Danijela (25664));1
2021;Urbancl Danijela (25664);Agricultural And Food Sciences (Urbancl Danijela (25664));1
2022;Urbancl Danijela (25664);Agricultural And Food Sciences (Urbancl Danijela (25664));1
2013;Forjan Matej (40284);Physics (Forjan Matej (40284));1
2013;Zebec Žiga (53049);Biology (Zebec Žiga (53049));1
2014;Zebec Žiga (53049);Biology (Zebec Žiga (53049));1
2016;Zebec Žiga (53049);Biology (Zebec Žiga (53049));3
2018;Zebec Žiga (53049);Biology (Zebec Žiga (53049));2
2013;Zebec Žiga (53049);Medicine (Zebec Žiga (53049));1
2014;Zebec Žiga (53049);Medicine (Zebec Žiga (53049));1
2016;Zebec Žiga (53049);Medicine (Zebec Žiga (53049));3
2018;Zebec Žiga (53049);Medicine (Zebec Žiga (53049));1
2019;Zebec Žiga (53049);Medicine (Zebec Žiga (53049));1
2020;Zebec Žiga (53049);Medicine (Zebec Žiga (53049));1
2022;Zebec Žiga (53049);Medicine (Zebec Žiga (53049));1
2018;Zebec Žiga (53049);Chemistry (Zebec Žiga (53049));1
2019;Zebec Žiga (53049);Chemistry (Zebec Žiga (53049));1
2020;Zebec Žiga (53049);Chemistry (Zebec Žiga (53049));1
2020;Zebec Žiga (53049);Physics (Zebec Žiga (53049));1
2013;Živkovič Aleš (18061);Computer Science (Živkovič Aleš (18061));1
2022;Herzog Jana (54514);Computer Science (Herzog Jana (54514));1
2013;Kristl Matjaž (14755);Materials Science (Kristl Matjaž (14755));2
2016;Kristl Matjaž (14755);Materials Science (Kristl Matjaž (14755));2
2020;Kristl Matjaž (14755);Materials Science (Kristl Matjaž (14755));3
2014;Kristl Matjaž (14755);Chemistry (Kristl Matjaž (14755));3
2015;Kristl Matjaž (14755);Chemistry (Kristl Matjaž (14755));3
2016;Kristl Matjaž (14755);Chemistry (Kristl Matjaž (14755));2
2017;Kristl Matjaž (14755);Chemistry (Kristl Matjaž (14755));1
2019;Kristl Matjaž (14755);Chemistry (Kristl Matjaž (14755));2
2022;Kristl Matjaž (14755);Chemistry (Kristl Matjaž (14755));1
2015;Kristl Matjaž (14755);Medicine (Kristl Matjaž (14755));2
2019;Kristl Matjaž (14755);Medicine (Kristl Matjaž (14755));1
2021;Kristl Matjaž (14755);Medicine (Kristl Matjaž (14755));1
2019;Kristl Matjaž (14755);Biology (Kristl Matjaž (14755));1
2016;Kranjc Jaka (36666);Computer Science (Kranjc Jaka (36666));1
2017;Kranjc Jaka (36666);Computer Science (Kranjc Jaka (36666));1
2016;Kranjc Jaka (36666);Mathematics (Kranjc Jaka (36666));1
2017;Kranjc Jaka (36666);Mathematics (Kranjc Jaka (36666));1
2014;Gergič Bojan (14112);Computer Science (Gergič Bojan (14112));1
2019;Gergič Bojan (14112);Computer Science (Gergič Bojan (14112));1
2020;Gergič Bojan (14112);Computer Science (Gergič Bojan (14112));1
2014;Gergič Bojan (14112);Engineering (Gergič Bojan (14112));1
2014;Gergič Bojan (14112);Medicine (Gergič Bojan (14112));1
2019;Gergič Bojan (14112);Physics (Gergič Bojan (14112));1
2021;Gergič Bojan (14112);Physics (Gergič Bojan (14112));1
2013;Murić Arnela (35274);Materials Science (Murić Arnela (35274));1
2014;Murić Arnela (35274);Materials Science (Murić Arnela (35274));1
2013;Ženko Bernard (22279);Biology (Ženko Bernard (22279));2
2013;Ženko Bernard (22279);Medicine (Ženko Bernard (22279));2
2015;Podobnik Boris (38768);Computer Science (Podobnik Boris (38768));1
2015;Podobnik Boris (38768);Medicine (Podobnik Boris (38768));1
2020;Podobnik Boris (38768);Medicine (Podobnik Boris (38768));1
2021;Podobnik Boris (38768);Medicine (Podobnik Boris (38768));1
2022;Podobnik Boris (38768);Medicine (Podobnik Boris (38768));1
2015;Podobnik Boris (38768);Physics (Podobnik Boris (38768));1
2021;Podobnik Boris (38768);Physics (Podobnik Boris (38768));1
2020;Podobnik Boris (38768);Chemistry (Podobnik Boris (38768));1
2015;Selčan David (37698);Engineering (Selčan David (37698));1
2017;Selčan David (37698);Engineering (Selčan David (37698));1
2015;Selčan David (37698);Computer Science (Selčan David (37698));1
2016;Selčan David (37698);Computer Science (Selčan David (37698));1
2017;Selčan David (37698);Computer Science (Selčan David (37698));1
2019;Selčan David (37698);Computer Science (Selčan David (37698));1
2016;Selčan David (37698);Physics (Selčan David (37698));1
2014;Štrukelj Tjaša (16338);Business (Štrukelj Tjaša (16338));1
2015;Štrukelj Tjaša (16338);Business (Štrukelj Tjaša (16338));2
2017;Štrukelj Tjaša (16338);Business (Štrukelj Tjaša (16338));2
2018;Štrukelj Tjaša (16338);Business (Štrukelj Tjaša (16338));1
2019;Štrukelj Tjaša (16338);Business (Štrukelj Tjaša (16338));3
2020;Štrukelj Tjaša (16338);Business (Štrukelj Tjaša (16338));3
2021;Štrukelj Tjaša (16338);Business (Štrukelj Tjaša (16338));1
2017;Štrukelj Tjaša (16338);Computer Science (Štrukelj Tjaša (16338));1
2019;Štrukelj Tjaša (16338);Computer Science (Štrukelj Tjaša (16338));1
2020;Štrukelj Tjaša (16338);Computer Science (Štrukelj Tjaša (16338));2
2021;Štrukelj Tjaša (16338);Computer Science (Štrukelj Tjaša (16338));1
2017;Štrukelj Tjaša (16338);Political Science (Štrukelj Tjaša (16338));1
2017;Štrukelj Tjaša (16338);Physics (Štrukelj Tjaša (16338));1
2021;Štrukelj Tjaša (16338);Medicine (Štrukelj Tjaša (16338));1
2022;Štrukelj Tjaša (16338);Medicine (Štrukelj Tjaša (16338));1
2022;Štrukelj Tjaša (16338);Economics (Štrukelj Tjaša (16338));1
2016;Kovačič Miha (21381);Engineering (Kovačič Miha (21381));1
2017;Kovačič Miha (21381);Engineering (Kovačič Miha (21381));1
2018;Kovačič Miha (21381);Engineering (Kovačič Miha (21381));1
2017;Kovačič Miha (21381);Materials Science (Kovačič Miha (21381));1
2020;Kovačič Miha (21381);Materials Science (Kovačič Miha (21381));3
2021;Kovačič Miha (21381);Materials Science (Kovačič Miha (21381));2
2022;Kovačič Miha (21381);Materials Science (Kovačič Miha (21381));4
2020;Kovačič Miha (21381);Computer Science (Kovačič Miha (21381));1
2020;Kovačič Miha (21381);Medicine (Kovačič Miha (21381));1
2020;Kovačič Miha (21381);Psychology (Kovačič Miha (21381));1
2021;Kovačič Miha (21381);Environmental Science (Kovačič Miha (21381));1
2021;Kovačič Miha (21381);Business (Kovačič Miha (21381));2
2015;Dobovišek Andrej (26447);Biology (Dobovišek Andrej (26447));1
2016;Dobovišek Andrej (26447);Biology (Dobovišek Andrej (26447));1
2018;Dobovišek Andrej (26447);Biology (Dobovišek Andrej (26447));1
2019;Dobovišek Andrej (26447);Biology (Dobovišek Andrej (26447));1
2015;Dobovišek Andrej (26447);Medicine (Dobovišek Andrej (26447));1
2017;Dobovišek Andrej (26447);Medicine (Dobovišek Andrej (26447));1
2019;Dobovišek Andrej (26447);Medicine (Dobovišek Andrej (26447));1
2021;Dobovišek Andrej (26447);Medicine (Dobovišek Andrej (26447));2
2017;Dobovišek Andrej (26447);Chemistry (Dobovišek Andrej (26447));1
2019;Dobovišek Andrej (26447);Chemistry (Dobovišek Andrej (26447));1
2017;Dobovišek Andrej (26447);Computer Science (Dobovišek Andrej (26447));1
2021;Dobovišek Andrej (26447);Computer Science (Dobovišek Andrej (26447));2
2018;Dobovišek Andrej (26447);Mathematics (Dobovišek Andrej (26447));1
2021;Simčič Mojca (28180);Business (Simčič Mojca (28180));1
2017;Brezigar Anamarija (02442);Medicine (Brezigar Anamarija (02442));1
2015;Podlesnik Jan (34301);Geography (Podlesnik Jan (34301));1
2017;Podlesnik Jan (34301);Biology (Podlesnik Jan (34301));1
2019;Podlesnik Jan (34301);Biology (Podlesnik Jan (34301));1
2021;Podlesnik Jan (34301);Biology (Podlesnik Jan (34301));1
2017;Podlesnik Jan (34301);Environmental Science (Podlesnik Jan (34301));1
2020;Podlesnik Jan (34301);Medicine (Podlesnik Jan (34301));1
2018;Vindiš Peter (28430);Environmental Science (Vindiš Peter (28430));1
2019;Vindiš Peter (28430);Environmental Science (Vindiš Peter (28430));1
2019;Vindiš Peter (28430);Computer Science (Vindiš Peter (28430));1
2020;Vindiš Peter (28430);Engineering (Vindiš Peter (28430));1
2022;Vindiš Peter (28430);Economics (Vindiš Peter (28430));1
2013;Depolli Matjaž (26454);Computer Science (Depolli Matjaž (26454));1
2013;Depolli Matjaž (26454);Mathematics (Depolli Matjaž (26454));1
2013;Depolli Matjaž (26454);Medicine (Depolli Matjaž (26454));1
2015;Vatovec Sabina (35506);Biology (Vatovec Sabina (35506));1
2015;Vatovec Sabina (35506);Medicine (Vatovec Sabina (35506));1
2013;Jeglič Anton (03075);Materials Science (Jeglič Anton (03075));1
2015;Jeglič Anton (03075);Materials Science (Jeglič Anton (03075));1
2016;Jeglič Anton (03075);Materials Science (Jeglič Anton (03075));1
2015;Jeglič Anton (03075);Engineering (Jeglič Anton (03075));1
2018;Jeglič Anton (03075);Engineering (Jeglič Anton (03075));1
2015;Jeglič Anton (03075);Medicine (Jeglič Anton (03075));2
2018;Jeglič Anton (03075);Medicine (Jeglič Anton (03075));1
2015;Jeglič Anton (03075);Chemistry (Jeglič Anton (03075));1
2018;Jeglič Anton (03075);Computer Science (Jeglič Anton (03075));1
2015;Holcman Borut (14704);Economics (Holcman Borut (14704));1
2014;Hribernik Aleš (05536);Geology (Hribernik Aleš (05536));1
2014;Hribernik Aleš (05536);Engineering (Hribernik Aleš (05536));1
2016;Hribernik Aleš (05536);Engineering (Hribernik Aleš (05536));1
2022;Hribernik Aleš (05536);Engineering (Hribernik Aleš (05536));2
2019;Hribernik Aleš (05536);Physics (Hribernik Aleš (05536));1
2020;Hribernik Aleš (05536);Environmental Science (Hribernik Aleš (05536));2
2022;Hribernik Aleš (05536);Biology (Hribernik Aleš (05536));1
2018;Virant Natalija (51168);Chemistry (Virant Natalija (51168));1
2019;Virant Natalija (51168);Chemistry (Virant Natalija (51168));1
2019;Virant Natalija (51168);Materials Science (Virant Natalija (51168));1
2020;Virant Natalija (51168);Materials Science (Virant Natalija (51168));1
2019;Virant Natalija (51168);Medicine (Virant Natalija (51168));2
2020;Virant Natalija (51168);Medicine (Virant Natalija (51168));1
2021;Lukšič Igor (08618);Medicine (Lukšič Igor (08618));1
2021;Lukšič Igor (08618);Political Science (Lukšič Igor (08618));1
2020;Leskovšek Mirjam (24022);Materials Science (Leskovšek Mirjam (24022));1
2020;Leskovšek Mirjam (24022);Medicine (Leskovšek Mirjam (24022));1
2016;Sajovic Irena (15223);Computer Science (Sajovic Irena (15223));1
2016;Sajovic Irena (15223);Psychology (Sajovic Irena (15223));1
2013;Škraban Jure (33271);Biology (Škraban Jure (33271));2
